Year,Region,District,Cycle,Number of households,3 to 11 months male,3 to 11 months female,12 to 59 months male,12 to 59 months female,Facilities
2018,Western,DISTRICT7926,4,1101,1429,3499,1095,3239,FAC6259
2018,Western,DISTRICT7926,1,1612,1245,2680,1464,3625,FAC385
2018,Western,DISTRICT7926,2,9510,1434,4958,1157,3937,FAC385
2018,Western,DISTRICT7926,3,5921,620,3612,746,4591,FAC385
2018,Western,DISTRICT7926,4,3679,1321,4229,953,3901,FAC385
2018,Western,DISTRICT7926,1,7028,1858,3833,1200,2225,FAC6199
2018,Western,DISTRICT7926,2,7385,1809,3362,1735,1371,FAC6199
2018,Western,DISTRICT7926,3,7369,1926,1289,1471,3529,FAC6199
2018,Western,DISTRICT7926,4,4414,1407,809,879,4194,FAC6199
2018,Savannah,DISTRICT4548,1,9292,1828,4276,858,1103,FAC6231
2018,Savannah,DISTRICT4548,2,8945,1079,4402,773,4717,FAC6231
2018,Savannah,DISTRICT4548,3,4175,1899,2626,1741,3349,FAC6231
2018,Savannah,DISTRICT4548,4,7801,733,4621,1205,3516,FAC6231
2018,Savannah,DISTRICT4548,1,8131,692,2009,1330,4172,FAC9500
2018,Savannah,DISTRICT4548,2,3709,574,2525,535,4555,FAC9500
2018,Savannah,DISTRICT4548,3,7816,614,1594,1014,2743,FAC9500
2018,Savannah,DISTRICT4548,4,5360,946,3615,956,1788,FAC9500
2018,Savannah,DISTRICT4548,1,8963,998,1009,574,1471,FAC7564
2018,Savannah,DISTRICT4548,2,2516,1285,2056,1564,954,FAC7564
2018,Savannah,DISTRICT4548,3,2700,1436,3212,966,4915,FAC7564
2018,Savannah,DISTRICT4548,4,1995,1914,3063,659,2789,FAC7564
2018,Savannah,DISTRICT4548,1,6522,1645,4381,862,3391,FAC2706
2018,Savannah,DISTRICT4548,2,8435,529,1088,813,4126,FAC2706
2018,Savannah,DISTRICT4548,3,8785,1267,1807,1619,3885,FAC2706
2018,Savannah,DISTRICT4548,4,2729,973,837,1243,1771,FAC2706
2018,Bono East,DISTRICT1518,1,4299,962,4980,1666,2713,FAC9363
2018,Bono East,DISTRICT1518,2,9494,1211,4922,1111,1777,FAC9363
2018,Bono East,DISTRICT1518,3,3752,1566,2441,1647,2185,FAC9363
2018,Bono East,DISTRICT1518,4,4526,1945,3287,1632,1813,FAC9363
2018,Bono East,DISTRICT8608,1,7705,1646,4593,604,3309,FAC5360
2018,Bono East,DISTRICT8608,2,8732,1466,2326,1262,2468,FAC5360
2018,Bono East,DISTRICT8608,3,8703,516,1637,1603,4718,FAC5360
2018,Bono East,DISTRICT8608,4,5828,572,4106,554,4587,FAC5360
2018,Bono East,DISTRICT8608,1,5463,1324,4100,1572,1869,FAC598
2018,Bono East,DISTRICT8608,2,5411,1687,3036,1148,4231,FAC598
2018,Bono East,DISTRICT8608,3,6406,1571,2535,1836,3101,FAC598
2018,Bono East,DISTRICT8608,4,8063,621,4378,1902,1518,FAC598
2018,Bono East,DISTRICT8608,1,3404,600,1953,897,2846,FAC3408
2018,Bono East,DISTRICT8608,2,2207,1834,3935,1342,1945,FAC3408
2018,Bono East,DISTRICT8608,3,6558,1237,4833,1365,2633,FAC3408
2018,Bono East,DISTRICT8608,4,9417,1547,1218,659,3745,FAC3408
2018,Bono East,DISTRICT8608,1,4540,1386,3831,1185,2586,FAC457
2018,Bono East,DISTRICT8608,2,6147,1900,4314,1893,3725,FAC457
2018,Bono East,DISTRICT8608,3,7460,1298,4710,1166,4236,FAC457
2018,Bono East,DISTRICT8608,4,1595,890,2773,1422,4824,FAC457
2018,Bono East,DISTRICT8608,1,1125,1918,2561,1105,1484,FAC5821
2018,Bono East,DISTRICT8608,2,5543,1894,3893,1956,1790,FAC5821
2018,Bono East,DISTRICT8608,3,3265,1887,1052,1953,4879,FAC5821
2018,Bono East,DISTRICT8608,4,9613,1372,983,1204,4160,FAC5821
2018,Bono East,DISTRICT4278,1,2775,1551,2045,1986,927,FAC1580
2018,Bono East,DISTRICT4278,2,2054,742,2811,930,3996,FAC1580
2018,Bono East,DISTRICT4278,3,6863,1722,2877,1639,986,FAC1580
2018,Bono East,DISTRICT4278,4,6260,881,2677,1347,1534,FAC1580
2018,Bono East,DISTRICT4278,1,2405,1028,4254,1016,4055,FAC5051
2018,Bono East,DISTRICT4278,2,2117,1716,4918,1661,4162,FAC5051
2018,Bono East,DISTRICT4278,3,1119,575,1066,1629,4767,FAC5051
2018,Bono East,DISTRICT4278,4,8892,717,1737,736,4515,FAC5051
2018,Oti,DISTRICT9686,1,4410,1668,2007,1163,4837,FAC3552
2018,Oti,DISTRICT9686,2,4883,1945,1297,802,3221,FAC3552
2018,Oti,DISTRICT9686,3,7683,545,2550,1589,919,FAC3552
2018,Oti,DISTRICT9686,4,5097,1890,3816,1507,1837,FAC3552
2018,Oti,DISTRICT9686,1,1423,1296,2776,1286,3751,FAC8324
2018,Oti,DISTRICT9686,2,6064,1621,2372,1321,3916,FAC8324
2018,Oti,DISTRICT9686,3,1457,615,2237,1882,3337,FAC8324
2018,Oti,DISTRICT9686,4,8831,1962,2365,921,3241,FAC8324
2018,Oti,DISTRICT9686,1,5556,1924,4699,1159,3273,FAC1453
2018,Oti,DISTRICT9686,2,6235,1483,4503,660,3474,FAC1453
2018,Oti,DISTRICT9686,3,4442,1432,4849,1140,1506,FAC1453
2018,Oti,DISTRICT9686,4,9942,1782,1342,589,1657,FAC1453
2018,Oti,DISTRICT9686,1,2586,908,4034,1552,4948,FAC5666
2018,Oti,DISTRICT9686,2,8423,1195,4024,1278,1801,FAC5666
2018,Oti,DISTRICT9686,3,4882,1017,4939,773,1429,FAC5666
2018,Oti,DISTRICT9686,4,4256,1241,3319,924,3334,FAC5666
2018,Oti,DISTRICT9686,1,5269,1986,3632,1751,3019,FAC451
2018,Oti,DISTRICT9686,2,8365,1923,1756,531,2083,FAC451
2018,Oti,DISTRICT9686,3,9290,1866,1632,1240,1807,FAC451
2018,Oti,DISTRICT9686,4,9025,1037,4435,1534,1381,FAC451
2018,Oti,DISTRICT6262,1,5928,1006,1017,1780,4916,FAC3765
2018,Oti,DISTRICT6262,2,7443,1334,4199,1298,2232,FAC3765
2018,Oti,DISTRICT6262,3,3556,500,4807,1145,4783,FAC3765
2018,Oti,DISTRICT6262,4,2503,1653,2305,1634,958,FAC3765
2018,Oti,DISTRICT6262,1,7405,1700,4622,951,3136,FAC8849
2018,Oti,DISTRICT6262,2,1578,1825,3490,593,4853,FAC8849
2018,Oti,DISTRICT6262,3,3061,1231,3725,1708,1633,FAC8849
2018,Oti,DISTRICT6262,4,3159,1738,2464,1721,3112,FAC8849
2018,Oti,DISTRICT6262,1,5406,1779,2974,532,2293,FAC4616
2018,Oti,DISTRICT6262,2,3012,1672,4363,1656,2569,FAC4616
2018,Oti,DISTRICT6262,3,4675,1950,3932,1937,2808,FAC4616
2018,Oti,DISTRICT6262,4,1904,1686,4512,923,3394,FAC4616
2018,Oti,DISTRICT6262,1,5894,1001,3167,1243,2842,FAC7013
2018,Oti,DISTRICT6262,2,9760,503,980,898,1692,FAC7013
2018,Oti,DISTRICT6262,3,5757,1039,4114,1731,4276,FAC7013
2018,Oti,DISTRICT6262,4,5940,1106,2758,1838,3104,FAC7013
2018,Oti,DISTRICT6262,1,9780,1452,1041,1449,1211,FAC9793
2018,Oti,DISTRICT6262,2,3967,1352,1063,1470,859,FAC9793
2018,Oti,DISTRICT6262,3,1002,836,2939,1823,3774,FAC9793
2018,Oti,DISTRICT6262,4,8125,1513,1330,1172,2529,FAC9793
2018,Oti,DISTRICT4157,1,9737,569,3567,1645,2221,FAC2581
2018,Oti,DISTRICT4157,2,9908,840,2435,1446,4099,FAC2581
2018,Oti,DISTRICT4157,3,4557,1217,974,1026,1622,FAC2581
2018,Oti,DISTRICT4157,4,4715,1423,3899,1445,2600,FAC2581
2018,Oti,DISTRICT4157,1,2021,770,4969,514,4374,FAC326
2018,Oti,DISTRICT4157,2,6756,1946,1031,1362,4391,FAC326
2018,Oti,DISTRICT4157,3,3594,1471,1197,1958,4116,FAC326
2018,Oti,DISTRICT4157,4,3296,1175,3177,1295,3536,FAC326
2018,Oti,DISTRICT4157,1,9317,1265,2863,1155,875,FAC2959
2018,Oti,DISTRICT4157,2,4874,1969,4547,1849,3503,FAC2959
2018,Oti,DISTRICT4157,3,7007,695,3908,812,4538,FAC2959
2018,Oti,DISTRICT4157,4,3085,1612,4257,1299,1499,FAC2959
2018,Oti,DISTRICT4157,1,8502,606,903,1224,2835,FAC2992
2018,Oti,DISTRICT4157,2,8722,1096,4486,592,3441,FAC2992
2018,Oti,DISTRICT4157,3,5292,1305,1054,1747,3557,FAC2992
2018,Oti,DISTRICT4157,4,1789,1475,4527,575,2419,FAC2992
2018,Ahafo,DISTRICT2490,1,5656,1748,2404,1965,4213,FAC5078
2018,Ahafo,DISTRICT2490,2,8016,558,4565,1275,1268,FAC5078
2018,Ahafo,DISTRICT2490,3,3540,1249,4922,1562,4052,FAC5078
2018,Ahafo,DISTRICT2490,4,4948,1647,3802,1775,1088,FAC5078
2018,Ahafo,DISTRICT2490,1,5567,596,3145,1967,4442,FAC3767
2018,Ahafo,DISTRICT2490,2,8303,1715,2118,684,2741,FAC3767
2018,Ahafo,DISTRICT2490,3,3460,1277,3191,1767,4533,FAC3767
2018,Ahafo,DISTRICT2490,4,8199,1368,2041,603,3957,FAC3767
2018,Ahafo,DISTRICT2490,1,9503,1320,1232,517,1715,FAC3834
2018,Ahafo,DISTRICT2490,2,5678,1369,3029,1418,932,FAC3834
2018,Ahafo,DISTRICT2490,3,4016,1277,3742,1986,2348,FAC3834
2018,Ahafo,DISTRICT2490,4,5969,1909,2299,590,2114,FAC3834
2018,Ahafo,DISTRICT5199,1,1665,1773,4463,1451,1053,FAC9769
2018,Ahafo,DISTRICT5199,2,7475,1701,2398,1616,1182,FAC9769
2018,Ahafo,DISTRICT5199,3,6774,1843,1455,1619,4127,FAC9769
2018,Ahafo,DISTRICT5199,4,9067,513,3680,1945,2762,FAC9769
2018,Ahafo,DISTRICT5199,1,4915,846,4136,1408,4255,FAC9187
2018,Ahafo,DISTRICT5199,2,3091,1555,4896,1935,2373,FAC9187
2018,Ahafo,DISTRICT5199,3,1137,811,1420,1556,3404,FAC9187
2018,Ahafo,DISTRICT5199,4,7865,1604,4169,719,4081,FAC9187
2018,Ahafo,DISTRICT5199,1,5673,1262,1087,945,4830,FAC1207
2018,Ahafo,DISTRICT5199,2,5251,556,3147,1096,4207,FAC1207
2018,Ahafo,DISTRICT5199,3,4084,1872,2676,1785,3787,FAC1207
2018,Ahafo,DISTRICT5199,4,2887,1536,1009,879,1284,FAC1207
2018,Western North,DISTRICT2845,1,3401,1479,1312,1743,3539,FAC5088
2018,Western North,DISTRICT2845,2,1976,1570,897,1381,2733,FAC5088
2018,Western North,DISTRICT2845,3,2111,1843,2516,1880,4818,FAC5088
2018,Western North,DISTRICT2845,4,4486,624,823,1930,2759,FAC5088
2018,Western North,DISTRICT4414,1,9211,1520,3194,1239,4312,FAC3990
2018,Western North,DISTRICT4414,2,8787,708,4309,1819,2353,FAC3990
2018,Western North,DISTRICT4414,3,7480,651,4204,1910,1940,FAC3990
2018,Western North,DISTRICT4414,4,5414,1662,4799,855,3693,FAC3990
2018,Western North,DISTRICT9750,1,9820,633,800,580,4076,FAC163
2018,Western North,DISTRICT9750,2,7563,1782,2738,508,1923,FAC163
2018,Western North,DISTRICT9750,3,7280,732,1264,703,3515,FAC163
2018,Western North,DISTRICT9750,4,6870,1061,3851,1983,3002,FAC163
2018,Western North,DISTRICT9750,1,1911,971,4069,1142,3212,FAC6357
2018,Western North,DISTRICT9750,2,8115,1390,2073,1926,975,FAC6357
2018,Western North,DISTRICT9750,3,8153,986,2625,1190,4717,FAC6357
2018,Western North,DISTRICT9750,4,1376,867,3199,1257,2192,FAC6357
2018,Western North,DISTRICT9750,1,4045,873,4444,903,3921,FAC9579
2018,Western North,DISTRICT9750,2,2903,1022,3195,1555,2737,FAC9579
2018,Western North,DISTRICT9750,3,1241,1320,815,1360,3937,FAC9579
2018,Western North,DISTRICT9750,4,4408,1372,3423,599,803,FAC9579
2018,Western North,DISTRICT9750,1,7217,1113,3519,745,3570,FAC4675
2018,Western North,DISTRICT9750,2,3665,1695,3480,1875,4316,FAC4675
2018,Western North,DISTRICT9750,3,7309,754,1741,976,2802,FAC4675
2018,Western North,DISTRICT9750,4,4031,1534,2256,1240,4743,FAC4675
2018,Western North,DISTRICT9750,1,8872,1526,840,1454,2203,FAC5666
2018,Western North,DISTRICT9750,2,5718,622,3359,1205,4798,FAC5666
2018,Western North,DISTRICT9750,3,1467,672,3085,1383,886,FAC5666
2018,Western North,DISTRICT9750,4,8500,1928,4128,1001,2492,FAC5666
2018,North East,DISTRICT6524,1,5038,1394,1341,1324,4724,FAC7352
2018,North East,DISTRICT6524,2,4821,1461,1302,1127,3559,FAC7352
2018,North East,DISTRICT6524,3,6032,1336,4548,1568,2687,FAC7352
2018,North East,DISTRICT6524,4,4104,727,4593,1764,1189,FAC7352
2018,North East,DISTRICT6524,1,9866,599,2908,1663,4340,FAC2912
2018,North East,DISTRICT6524,2,1870,1344,3057,1853,2462,FAC2912
2018,North East,DISTRICT6524,3,2565,710,3976,1449,3010,FAC2912
2018,North East,DISTRICT6524,4,6338,1623,3306,1091,4548,FAC2912
2018,North East,DISTRICT6524,1,8919,1256,2637,1201,1682,FAC1667
2018,North East,DISTRICT6524,2,7654,925,1939,548,2537,FAC1667
2018,North East,DISTRICT6524,3,5762,1666,4518,1731,4057,FAC1667
2018,North East,DISTRICT6524,4,7913,1757,4075,871,4820,FAC1667
2018,North East,DISTRICT3483,1,7248,759,3027,856,4849,FAC3691
2018,North East,DISTRICT3483,2,4629,931,1176,1630,1113,FAC3691
2018,North East,DISTRICT3483,3,5693,1321,1006,736,2241,FAC3691
2018,North East,DISTRICT3483,4,1629,591,4657,1675,4295,FAC3691
2018,North East,DISTRICT3483,1,4341,909,4757,1195,4890,FAC4903
2018,North East,DISTRICT3483,2,8503,812,4293,1661,2299,FAC4903
2018,North East,DISTRICT3483,3,1120,1171,3140,1617,1137,FAC4903
2018,North East,DISTRICT3483,4,9870,1082,3536,974,4482,FAC4903
2018,North East,DISTRICT3483,1,2615,1499,1760,1972,823,FAC3034
2018,North East,DISTRICT3483,2,6612,1511,3482,647,3842,FAC3034
2018,North East,DISTRICT3483,3,1836,698,1973,1820,3027,FAC3034
2018,North East,DISTRICT3483,4,2645,1430,2608,575,1052,FAC3034
2018,North East,DISTRICT9052,1,9893,1567,2081,1508,1458,FAC8655
2018,North East,DISTRICT9052,2,9213,1558,2864,1876,4249,FAC8655
2018,North East,DISTRICT9052,3,5851,1917,4626,1621,4145,FAC8655
2018,North East,DISTRICT9052,4,4814,714,4475,1828,1372,FAC8655
2018,North East,DISTRICT9052,1,3137,1240,3073,1044,3647,FAC6386
2018,North East,DISTRICT9052,2,2368,1701,2942,1842,892,FAC6386
2018,North East,DISTRICT9052,3,1950,1112,4137,1511,2646,FAC6386
2018,North East,DISTRICT9052,4,3193,1570,2480,1762,1229,FAC6386
2018,North East,DISTRICT9052,1,5049,1585,3769,1593,2256,FAC8767
2018,North East,DISTRICT9052,2,5674,1697,1088,1769,2400,FAC8767
2018,North East,DISTRICT9052,3,9181,1082,3021,783,2317,FAC8767
2018,North East,DISTRICT9052,4,8261,592,1072,1272,964,FAC8767
2018,North East,DISTRICT9052,1,9714,1870,2050,1654,4247,FAC6595
2018,North East,DISTRICT9052,2,7746,1966,2752,1647,2017,FAC6595
2018,North East,DISTRICT9052,3,7631,1978,4023,1998,1536,FAC6595
2018,North East,DISTRICT9052,4,5052,698,1352,1242,2379,FAC6595
2018,North East,DISTRICT9052,1,7752,1310,4535,585,3484,FAC4454
2018,North East,DISTRICT9052,2,8135,501,4421,718,2666,FAC4454
2018,North East,DISTRICT9052,3,3735,588,4303,1157,1160,FAC4454
2018,North East,DISTRICT9052,4,7233,771,4189,809,1755,FAC4454
2019,Ashanti,DISTRICT2105,1,3415,590,4042,1546,3568,FAC1185
2019,Ashanti,DISTRICT2105,2,5904,1237,1655,927,3195,FAC1185
2019,Ashanti,DISTRICT2105,3,2689,1285,4841,1578,4775,FAC1185
2019,Ashanti,DISTRICT2105,4,3386,1954,4819,803,2797,FAC1185
2019,Ashanti,DISTRICT2383,1,6841,1236,2923,570,1546,FAC2329
2019,Ashanti,DISTRICT2383,2,4169,1264,3125,1515,1544,FAC2329
2019,Ashanti,DISTRICT2383,3,4011,1949,4823,1891,3139,FAC2329
2019,Ashanti,DISTRICT2383,4,7639,806,2896,993,2057,FAC2329
2019,Ashanti,DISTRICT241,1,5211,1803,4801,746,1941,FAC7453
2019,Ashanti,DISTRICT241,2,5894,864,3177,806,2527,FAC7453
2019,Ashanti,DISTRICT241,3,6088,1563,1107,1799,2505,FAC7453
2019,Ashanti,DISTRICT241,4,3920,1696,3636,686,2285,FAC7453
2019,Ashanti,DISTRICT241,1,1356,649,3994,737,4427,FAC1318
2019,Ashanti,DISTRICT241,2,6045,1574,4191,1049,2579,FAC1318
2019,Ashanti,DISTRICT241,3,4608,983,2462,1641,3799,FAC1318
2019,Ashanti,DISTRICT241,4,7116,1895,4192,1977,1651,FAC1318
2019,Ashanti,DISTRICT241,1,1641,1874,4474,1325,4485,FAC6723
2019,Ashanti,DISTRICT241,2,4854,1684,2444,1249,3122,FAC6723
2019,Ashanti,DISTRICT241,3,6443,1345,2984,1093,4431,FAC6723
2019,Ashanti,DISTRICT241,4,1439,1887,2187,1861,1579,FAC6723
2019,Ashanti,DISTRICT241,1,5359,969,2684,1526,2626,FAC4205
2019,Ashanti,DISTRICT241,2,9121,711,3382,1955,3285,FAC4205
2019,Ashanti,DISTRICT241,3,3904,858,2010,1769,2652,FAC4205
2019,Ashanti,DISTRICT241,4,8201,1572,1551,1212,3988,FAC4205
2019,Ashanti,DISTRICT3291,1,4144,1635,3922,508,3301,FAC5349
2019,Ashanti,DISTRICT3291,2,5039,1026,1466,1845,2687,FAC5349
2019,Ashanti,DISTRICT3291,3,5428,1861,1278,534,4789,FAC5349
2019,Ashanti,DISTRICT3291,4,9237,1407,2131,938,2066,FAC5349
2019,Ashanti,DISTRICT3291,1,5554,1433,2270,1433,2376,FAC5526
2019,Ashanti,DISTRICT3291,2,4652,1032,1975,786,3058,FAC5526
2019,Ashanti,DISTRICT3291,3,7478,1386,4440,1910,4249,FAC5526
2019,Ashanti,DISTRICT3291,4,6794,1941,1598,1981,1367,FAC5526
2019,Ashanti,DISTRICT3291,1,6721,614,2325,612,2236,FAC7523
2019,Ashanti,DISTRICT3291,2,3710,1291,3493,1239,3608,FAC7523
2019,Ashanti,DISTRICT3291,3,8038,1886,918,594,3691,FAC7523
2019,Ashanti,DISTRICT3291,4,1640,1320,1181,702,4686,FAC7523
2019,Ashanti,DISTRICT3291,1,1457,638,1066,1617,1453,FAC2346
2019,Ashanti,DISTRICT3291,2,3657,770,3726,1442,2794,FAC2346
2019,Ashanti,DISTRICT3291,3,4715,1772,1163,1935,2594,FAC2346
2019,Ashanti,DISTRICT3291,4,7052,696,4817,623,1150,FAC2346
2019,Ashanti,DISTRICT4568,1,3624,1169,1457,558,2667,FAC7991
2019,Ashanti,DISTRICT4568,2,1417,1930,4951,1828,4720,FAC7991
2019,Ashanti,DISTRICT4568,3,3723,1615,4991,1328,4696,FAC7991
2019,Ashanti,DISTRICT4568,4,3953,1554,4233,1032,3207,FAC7991
2019,Ashanti,DISTRICT4568,1,2251,511,2219,1017,1518,FAC2207
2019,Ashanti,DISTRICT4568,2,9325,558,1024,1724,3523,FAC2207
2019,Ashanti,DISTRICT4568,3,4264,689,3381,1134,2210,FAC2207
2019,Ashanti,DISTRICT4568,4,7759,1826,3616,1228,2683,FAC2207
2019,Ashanti,DISTRICT4568,1,2052,1551,3138,1811,1748,FAC2638
2019,Ashanti,DISTRICT4568,2,4261,669,4853,1714,4175,FAC2638
2019,Ashanti,DISTRICT4568,3,9700,648,3964,1561,833,FAC2638
2019,Ashanti,DISTRICT4568,4,4923,1457,2465,1438,1681,FAC2638
2019,Ashanti,DISTRICT4568,1,4803,1442,1367,1733,4900,FAC238
2019,Ashanti,DISTRICT4568,2,6833,1986,2526,906,1202,FAC238
2019,Ashanti,DISTRICT4568,3,8366,1234,875,1719,4913,FAC238
2019,Ashanti,DISTRICT4568,4,5115,1053,4232,1761,3072,FAC238
2019,Ashanti,DISTRICT4568,1,9762,735,2623,1074,2615,FAC2601
2019,Ashanti,DISTRICT4568,2,7236,1729,1916,1746,4726,FAC2601
2019,Ashanti,DISTRICT4568,3,5645,1718,3059,981,2181,FAC2601
2019,Ashanti,DISTRICT4568,4,2480,1231,2275,831,1576,FAC2601
2019,Brong Ahafo,DISTRICT9662,1,1522,1554,1981,1736,2791,FAC6658
2019,Brong Ahafo,DISTRICT9662,2,7143,718,1307,1133,4866,FAC6658
2019,Brong Ahafo,DISTRICT9662,3,1622,1473,4434,1025,1926,FAC6658
2019,Brong Ahafo,DISTRICT9662,4,5400,948,4353,871,4921,FAC6658
2019,Brong Ahafo,DISTRICT9662,1,2644,1079,2807,1773,1968,FAC7090
2019,Brong Ahafo,DISTRICT9662,2,7734,1846,2558,560,3092,FAC7090
2019,Brong Ahafo,DISTRICT9662,3,6730,545,1498,1501,4562,FAC7090
2019,Brong Ahafo,DISTRICT9662,4,6400,975,3097,1402,3924,FAC7090
2019,Central,DISTRICT2948,1,8356,554,824,1831,4689,FAC268
2019,Central,DISTRICT2948,2,9157,613,4926,1226,3737,FAC268
2019,Central,DISTRICT2948,3,9816,1347,4009,1145,4203,FAC268
2019,Central,DISTRICT2948,4,7554,1559,1848,1317,1618,FAC268
2019,Central,DISTRICT2948,1,1520,932,4167,1686,809,FAC8005
2019,Central,DISTRICT2948,2,3274,1424,4584,993,4026,FAC8005
2019,Central,DISTRICT2948,3,6081,1905,1115,1158,1115,FAC8005
2019,Central,DISTRICT2948,4,7389,836,3279,807,3600,FAC8005
2019,Central,DISTRICT2948,1,9602,1331,1336,1351,3755,FAC5166
2019,Central,DISTRICT2948,2,2609,1813,4704,1218,3707,FAC5166
2019,Central,DISTRICT2948,3,5041,1232,1883,935,1019,FAC5166
2019,Central,DISTRICT2948,4,6375,1161,1255,1363,1560,FAC5166
2019,Central,DISTRICT2948,1,7391,1454,1553,1425,2540,FAC1279
2019,Central,DISTRICT2948,2,6457,661,4881,1178,1748,FAC1279
2019,Central,DISTRICT2948,3,6152,1486,4392,934,822,FAC1279
2019,Central,DISTRICT2948,4,6083,1080,1022,727,1036,FAC1279
2019,Central,DISTRICT5500,1,6177,1406,3555,1967,3663,FAC533
2019,Central,DISTRICT5500,2,2339,1615,3669,601,2974,FAC533
2019,Central,DISTRICT5500,3,2222,1547,2122,948,4362,FAC533
2019,Central,DISTRICT5500,4,9264,1332,2020,1215,2127,FAC533
2019,Central,DISTRICT5500,1,5716,1366,3703,1022,4508,FAC6977
2019,Central,DISTRICT5500,2,2104,881,4660,995,3008,FAC6977
2019,Central,DISTRICT5500,3,3373,1940,4426,1313,3090,FAC6977
2019,Central,DISTRICT5500,4,4201,565,3672,569,861,FAC6977
2019,Central,DISTRICT5500,1,1199,1089,3206,1769,1256,FAC9562
2019,Central,DISTRICT5500,2,6896,1300,1701,813,4129,FAC9562
2019,Central,DISTRICT5500,3,1451,741,3839,908,2972,FAC9562
2019,Central,DISTRICT5500,4,1934,530,2210,994,4078,FAC9562
2019,Central,DISTRICT5966,1,3381,1914,4143,1277,3831,FAC2563
2019,Central,DISTRICT5966,2,4970,1218,2704,1470,3015,FAC2563
2019,Central,DISTRICT5966,3,8513,1200,4325,514,4530,FAC2563
2019,Central,DISTRICT5966,4,5840,1537,3737,918,3583,FAC2563
2019,Eastern,DISTRICT8217,1,1033,1318,2007,510,1902,FAC9347
2019,Eastern,DISTRICT8217,2,2057,1330,2187,1769,4181,FAC9347
2019,Eastern,DISTRICT8217,3,9894,1050,1590,1018,3953,FAC9347
2019,Eastern,DISTRICT8217,4,2419,613,3265,958,953,FAC9347
2019,Eastern,DISTRICT8217,1,5025,1276,2221,589,3146,FAC3161
2019,Eastern,DISTRICT8217,2,2480,779,4610,636,2456,FAC3161
2019,Eastern,DISTRICT8217,3,6598,1078,1001,914,1501,FAC3161
2019,Eastern,DISTRICT8217,4,4292,1579,4830,1217,3279,FAC3161
2019,Eastern,DISTRICT8217,1,5116,889,2619,589,1582,FAC421
2019,Eastern,DISTRICT8217,2,6399,853,4611,1688,1887,FAC421
2019,Eastern,DISTRICT8217,3,5896,1469,2727,725,959,FAC421
2019,Eastern,DISTRICT8217,4,9631,1905,2578,1531,3947,FAC421
2019,Eastern,DISTRICT8217,1,1787,1496,1363,1139,2420,FAC4494
2019,Eastern,DISTRICT8217,2,8761,559,2989,1730,2582,FAC4494
2019,Eastern,DISTRICT8217,3,8275,1911,3488,823,2921,FAC4494
2019,Eastern,DISTRICT8217,4,8981,1466,4673,893,884,FAC4494
2019,Eastern,DISTRICT3432,1,7162,1977,4572,1905,2737,FAC269
2019,Eastern,DISTRICT3432,2,8579,1315,4455,1102,2274,FAC269
2019,Eastern,DISTRICT3432,3,4476,1974,1572,1093,2707,FAC269
2019,Eastern,DISTRICT3432,4,6511,1653,3057,1455,4552,FAC269
2019,Eastern,DISTRICT3432,1,8307,1937,2298,1277,1128,FAC5837
2019,Eastern,DISTRICT3432,2,2886,1735,4402,796,2469,FAC5837
2019,Eastern,DISTRICT3432,3,3652,1132,1830,1397,2879,FAC5837
2019,Eastern,DISTRICT3432,4,8492,650,2223,1838,1708,FAC5837
2019,Eastern,DISTRICT5071,1,2612,1158,2836,1825,2193,FAC1614
2019,Eastern,DISTRICT5071,2,9395,1767,3940,945,4882,FAC1614
2019,Eastern,DISTRICT5071,3,4027,1305,3573,1726,4924,FAC1614
2019,Eastern,DISTRICT5071,4,7043,798,2642,713,1179,FAC1614
2019,Eastern,DISTRICT5071,1,1029,1964,1614,1246,3362,FAC1047
2019,Eastern,DISTRICT5071,2,4882,993,2561,847,4894,FAC1047
2019,Eastern,DISTRICT5071,3,4847,1394,4162,1406,3222,FAC1047
2019,Eastern,DISTRICT5071,4,8746,1646,4311,1086,3960,FAC1047
2019,Greater Accra,DISTRICT259,1,9072,1228,3699,1184,4153,FAC9686
2019,Greater Accra,DISTRICT259,2,6059,1245,3321,1405,2260,FAC9686
2019,Greater Accra,DISTRICT259,3,5581,923,2492,570,2549,FAC9686
2019,Greater Accra,DISTRICT259,4,5136,1289,3150,703,4674,FAC9686
2019,Greater Accra,DISTRICT259,1,3210,1103,1260,909,4362,FAC7204
2019,Greater Accra,DISTRICT259,2,6549,984,4643,1158,1927,FAC7204
2019,Greater Accra,DISTRICT259,3,3777,1411,1340,523,3504,FAC7204
2019,Greater Accra,DISTRICT259,4,4206,578,3233,1407,1163,FAC7204
2019,Greater Accra,DISTRICT259,1,1872,1841,996,1384,2376,FAC4991
2019,Greater Accra,DISTRICT259,2,4634,1231,4833,1992,4708,FAC4991
2019,Greater Accra,DISTRICT259,3,5508,1134,3571,1775,1998,FAC4991
2019,Greater Accra,DISTRICT259,4,2381,1278,3581,1578,2017,FAC4991
2019,Greater Accra,DISTRICT259,1,5625,1202,3754,1421,4244,FAC9080
2019,Greater Accra,DISTRICT259,2,9304,1823,2086,1575,3654,FAC9080
2019,Greater Accra,DISTRICT259,3,1586,1288,2052,1851,1485,FAC9080
2019,Greater Accra,DISTRICT259,4,7825,1260,1375,1950,3485,FAC9080
2019,Greater Accra,DISTRICT259,1,4180,539,3761,1531,1613,FAC4388
2019,Greater Accra,DISTRICT259,2,8782,1483,2849,1535,1878,FAC4388
