Year,Region,District,Cycle,3 to 11 months male,3 to 11 months female,12 to 59 months male,12 to 59 months female,ADR Name
2018,Bono East,DISTRICT7136,4,8241,1165,2589,1566,Nausea
2018,Oti,DISTRICT5082,1,4959,1140,3936,705,Insomnia
2018,Oti,DISTRICT5082,2,6561,669,3774,1328,Drowsiness
2018,Oti,DISTRICT5082,3,7244,1252,2943,744,Hives
2018,Oti,DISTRICT5082,4,5904,888,2779,788,Nausea
2018,Oti,DISTRICT5082,1,4388,1087,4172,1709,Itching
2018,Oti,DISTRICT5082,2,7714,1166,1733,642,Nausea
2018,Oti,DISTRICT5082,3,9014,1990,3611,675,Vomiting
2018,Oti,DISTRICT5082,4,6731,1660,1082,719,Hives
2018,Oti,DISTRICT4801,1,4757,1172,1644,1688,Irritability
2018,Oti,DISTRICT4801,2,7889,1031,4915,1507,Nausea
2018,Oti,DISTRICT4801,3,5497,1461,3669,1907,Vomiting
2018,Oti,DISTRICT4801,4,7653,839,3930,1314,Vomiting
2018,Oti,DISTRICT4801,1,7363,662,3739,852,Hives
2018,Oti,DISTRICT4801,2,5483,1260,4311,1947,Hives
2018,Oti,DISTRICT4801,3,2026,1951,2683,1241,Diarrhea
2018,Oti,DISTRICT4801,4,5720,984,4041,1065,Dizziness
2018,Oti,DISTRICT4801,1,8939,1774,3104,799,Irritability
2018,Oti,DISTRICT4801,2,5677,1576,3060,1401,Dizziness
2018,Oti,DISTRICT4801,3,8838,1279,3225,1555,Vomiting
2018,Oti,DISTRICT4801,4,8346,655,3030,1692,Irritability
2018,Oti,DISTRICT4801,1,9052,1656,2392,1054,Drowsiness
2018,Oti,DISTRICT4801,2,6322,917,1763,1488,Vomiting
2018,Oti,DISTRICT4801,3,6469,1851,1050,1374,Vomiting
2018,Oti,DISTRICT4801,4,6326,1607,1720,1609,Vomiting
2018,Oti,DISTRICT8186,1,2200,1074,2954,754,Abdominal pain
2018,Oti,DISTRICT8186,2,4201,1547,3432,1148,Abdominal pain
2018,Oti,DISTRICT8186,3,7758,743,1490,1533,Insomnia
2018,Oti,DISTRICT8186,4,7030,1593,3896,1131,Itching
2018,Oti,DISTRICT8186,1,1207,1926,2296,1179,Vomiting
2018,Oti,DISTRICT8186,2,5241,1947,4373,1476,Abdominal pain
2018,Oti,DISTRICT8186,3,8024,1979,4514,1046,Vomiting
2018,Oti,DISTRICT8186,4,9319,1508,3317,781,Hives
2018,Oti,DISTRICT8186,1,6450,693,3917,1301,Itching
2018,Oti,DISTRICT8186,2,6780,1633,950,1315,Insomnia
2018,Oti,DISTRICT8186,3,5293,697,4022,1027,Rash
2018,Oti,DISTRICT8186,4,5747,1482,1208,1784,Irritability
2018,Oti,DISTRICT8186,1,1222,1286,2124,929,Itching
2018,Oti,DISTRICT8186,2,2778,1589,4367,1838,Itching
2018,Oti,DISTRICT8186,3,8977,1566,2717,1397,Abdominal pain
2018,Oti,DISTRICT8186,4,5851,1633,1527,874,Itching
2018,Oti,DISTRICT8186,1,1954,805,1707,1451,Diarrhea
2018,Oti,DISTRICT8186,2,3668,536,2822,808,Itching
2018,Oti,DISTRICT8186,3,6800,1755,4283,1990,Hives
2018,Oti,DISTRICT8186,4,4538,1973,3479,1960,Nausea
2018,Oti,DISTRICT5217,1,2444,1713,1590,1605,Irritability
2018,Oti,DISTRICT5217,2,8885,1725,2208,1122,Hives
2018,Oti,DISTRICT5217,3,1677,1335,3162,1859,Nausea
2018,Oti,DISTRICT5217,4,8684,839,4884,1955,Nausea
2018,Oti,DISTRICT9781,1,8126,946,1191,1194,Nausea
2018,Oti,DISTRICT9781,2,4648,1163,2280,1000,Irritability
2018,Oti,DISTRICT9781,3,7372,1868,4050,554,Irritability
2018,Oti,DISTRICT9781,4,9604,1085,1021,573,Vomiting
2018,Ahafo,DISTRICT6093,1,3826,946,4766,1723,Hives
2018,Ahafo,DISTRICT6093,2,2721,1791,4304,1815,Dizziness
2018,Ahafo,DISTRICT6093,3,5754,701,999,538,Irritability
2018,Ahafo,DISTRICT6093,4,6613,798,3829,1231,Dizziness
2018,Ahafo,DISTRICT6093,1,8530,775,4145,601,Abdominal pain
2018,Ahafo,DISTRICT6093,2,4630,548,1571,586,Vomiting
2018,Ahafo,DISTRICT6093,3,8274,1426,1842,744,Insomnia
2018,Ahafo,DISTRICT6093,4,6697,1341,1686,658,Hives
2018,Ahafo,DISTRICT2507,1,8899,1756,1382,1545,Hives
2018,Ahafo,DISTRICT2507,2,5564,942,4157,1112,Rash
2018,Ahafo,DISTRICT2507,3,4125,1297,3572,743,Abdominal pain
2018,Ahafo,DISTRICT2507,4,7517,1128,3755,603,Dizziness
2018,Ahafo,DISTRICT7334,1,9975,1252,4421,1656,Diarrhea
2018,Ahafo,DISTRICT7334,2,5915,929,4333,1653,Itching
2018,Ahafo,DISTRICT7334,3,3755,689,4172,1674,Hives
2018,Ahafo,DISTRICT7334,4,6208,1393,3905,664,Itching
2018,Ahafo,DISTRICT7334,1,6594,1468,4488,905,Irritability
2018,Ahafo,DISTRICT7334,2,3159,1237,1657,1135,Irritability
2018,Ahafo,DISTRICT7334,3,8558,1855,4012,1426,Vomiting
2018,Ahafo,DISTRICT7334,4,5646,1327,3299,1872,Itching
2018,Ahafo,DISTRICT7334,1,6468,1485,1738,1890,Vomiting
2018,Ahafo,DISTRICT7334,2,1309,965,2180,1971,Vomiting
2018,Ahafo,DISTRICT7334,3,5827,679,3441,1465,Hives
2018,Ahafo,DISTRICT7334,4,5492,1449,3342,1187,Irritability
2018,Ahafo,DISTRICT7334,1,1316,1427,1957,1750,Abdominal pain
2018,Ahafo,DISTRICT7334,2,3430,1959,2757,701,Hives
2018,Ahafo,DISTRICT7334,3,2128,1875,1826,1041,Insomnia
2018,Ahafo,DISTRICT7334,4,7411,1733,3572,969,Drowsiness
2018,Ahafo,DISTRICT7334,1,6836,1596,2082,1553,Nausea
2018,Ahafo,DISTRICT7334,2,6429,1314,2041,1883,Drowsiness
2018,Ahafo,DISTRICT7334,3,6609,1804,2265,1355,Rash
2018,Ahafo,DISTRICT7334,4,3749,1451,4958,1677,Vomiting
2018,Ahafo,DISTRICT8141,1,4642,1066,2601,1142,Drowsiness
2018,Ahafo,DISTRICT8141,2,1923,1306,3934,1004,Irritability
2018,Ahafo,DISTRICT8141,3,1374,561,2279,1589,Insomnia
2018,Ahafo,DISTRICT8141,4,5095,503,3092,823,Drowsiness
2018,Ahafo,DISTRICT8141,1,2402,1330,4980,1879,Hives
2018,Ahafo,DISTRICT8141,2,6894,903,2951,1192,Hives
2018,Ahafo,DISTRICT8141,3,3186,733,2970,1579,Nausea
2018,Ahafo,DISTRICT8141,4,2776,950,3793,1540,Abdominal pain
2018,Ahafo,DISTRICT8141,1,4884,1971,2163,1931,Nausea
2018,Ahafo,DISTRICT8141,2,1922,1550,2298,585,Rash
2018,Ahafo,DISTRICT8141,3,8073,1806,2020,1545,Irritability
2018,Ahafo,DISTRICT8141,4,9319,1189,3862,1258,Hives
2018,Ahafo,DISTRICT9033,1,8467,539,4804,1081,Rash
2018,Ahafo,DISTRICT9033,2,8714,1357,1648,1528,Abdominal pain
2018,Ahafo,DISTRICT9033,3,8142,506,4515,595,Rash
2018,Ahafo,DISTRICT9033,4,8286,821,4183,569,Diarrhea
2018,Western North,DISTRICT3490,1,9013,799,4458,652,Abdominal pain
2018,Western North,DISTRICT3490,2,2904,1481,4371,1842,Abdominal pain
2018,Western North,DISTRICT3490,3,6805,1212,1995,761,Hives
2018,Western North,DISTRICT3490,4,7907,867,3104,665,Nausea
2018,Western North,DISTRICT3490,1,8932,1167,2972,1355,Nausea
2018,Western North,DISTRICT3490,2,7464,582,3463,520,Irritability
2018,Western North,DISTRICT3490,3,1010,1851,4641,1062,Hives
2018,Western North,DISTRICT3490,4,2756,1905,1897,815,Nausea
2018,North East,DISTRICT2520,1,4279,667,4700,1808,Diarrhea
2018,North East,DISTRICT2520,2,5873,1369,4633,1706,Hives
2018,North East,DISTRICT2520,3,3798,1612,847,1678,Abdominal pain
2018,North East,DISTRICT2520,4,2806,1224,2552,1947,Rash
2018,North East,DISTRICT444,1,8469,1740,2982,839,Insomnia
2018,North East,DISTRICT444,2,8326,1341,1235,1753,Nausea
2018,North East,DISTRICT444,3,1811,1346,3426,1585,Insomnia
2018,North East,DISTRICT444,4,5215,987,4671,1279,Itching
2018,North East,DISTRICT4266,1,3213,1700,2842,1461,Insomnia
2018,North East,DISTRICT4266,2,6538,686,3738,1629,Drowsiness
2018,North East,DISTRICT4266,3,7092,1419,4019,1055,Rash
2018,North East,DISTRICT4266,4,2586,1685,2459,1604,Vomiting
2018,North East,DISTRICT4266,1,3603,1526,1667,1877,Itching
2018,North East,DISTRICT4266,2,8705,1141,2029,679,Diarrhea
2018,North East,DISTRICT4266,3,9272,1845,4914,645,Hives
2018,North East,DISTRICT4266,4,9705,1318,818,1798,Dizziness
2018,North East,DISTRICT4266,1,7706,1501,4433,1264,Drowsiness
2018,North East,DISTRICT4266,2,3719,751,4515,1876,Rash
2018,North East,DISTRICT4266,3,2235,728,1250,1558,Vomiting
2018,North East,DISTRICT4266,4,3364,1530,3338,1111,Itching
2018,North East,DISTRICT4266,1,8647,1846,4075,1437,Nausea
2018,North East,DISTRICT4266,2,8570,888,3458,1759,Abdominal pain
2018,North East,DISTRICT4266,3,1482,1778,2729,1047,Drowsiness
2018,North East,DISTRICT4266,4,1617,1941,3576,1522,Diarrhea
2018,North East,DISTRICT4266,1,2641,843,1626,1179,Insomnia
2018,North East,DISTRICT4266,2,5170,1118,4983,1342,Rash
2018,North East,DISTRICT4266,3,5044,1303,3568,719,Abdominal pain
2018,North East,DISTRICT4266,4,4068,1191,4518,905,Diarrhea
2018,North East,DISTRICT6083,1,4797,1668,1790,1655,Insomnia
2018,North East,DISTRICT6083,2,3583,1194,3851,791,Insomnia
2018,North East,DISTRICT6083,3,5366,517,3299,1109,Irritability
2018,North East,DISTRICT6083,4,9362,540,2868,1840,Hives
2018,North East,DISTRICT6083,1,4007,1534,4461,1487,Vomiting
2018,North East,DISTRICT6083,2,7975,1528,1708,1008,Drowsiness
2018,North East,DISTRICT6083,3,6596,917,3341,1900,Vomiting
2018,North East,DISTRICT6083,4,9125,711,3532,984,Hives
2018,North East,DISTRICT6083,1,8863,872,3923,811,Rash
2018,North East,DISTRICT6083,2,2303,1125,3231,607,Abdominal pain
2018,North East,DISTRICT6083,3,4308,1804,4309,1338,Itching
2018,North East,DISTRICT6083,4,5633,702,3672,1482,Abdominal pain
2018,North East,DISTRICT6083,1,1362,1236,945,1742,Diarrhea
2018,North East,DISTRICT6083,2,4771,1690,1653,985,Irritability
2018,North East,DISTRICT6083,3,9767,1796,3520,1388,Hives
2018,North East,DISTRICT6083,4,4892,1777,3613,1899,Abdominal pain
2018,North East,DISTRICT5253,1,4925,1364,2450,1319,Irritability
2018,North East,DISTRICT5253,2,9735,1564,1748,1240,Rash
2018,North East,DISTRICT5253,3,9164,935,3058,1372,Nausea
2018,North East,DISTRICT5253,4,4407,1383,2799,854,Nausea
2018,North East,DISTRICT5253,1,8889,1475,3721,1921,Irritability
2018,North East,DISTRICT5253,2,9091,587,1058,706,Drowsiness
2018,North East,DISTRICT5253,3,2929,908,1104,728,Abdominal pain
2018,North East,DISTRICT5253,4,3780,639,1311,1333,Insomnia
2019,Ashanti,DISTRICT7019,1,8294,826,3931,1465,Vomiting
2019,Ashanti,DISTRICT7019,2,7455,1209,4173,1360,Drowsiness
2019,Ashanti,DISTRICT7019,3,1339,1384,1497,1557,Rash
2019,Ashanti,DISTRICT7019,4,1268,1304,1345,1448,Itching
2019,Ashanti,DISTRICT7019,1,7813,1640,1923,1589,Nausea
2019,Ashanti,DISTRICT7019,2,5986,1174,950,1214,Rash
2019,Ashanti,DISTRICT7019,3,8448,593,4432,1494,Itching
2019,Ashanti,DISTRICT7019,4,9503,1307,2432,1022,Rash
2019,Brong Ahafo,DISTRICT3448,1,7327,1793,2816,715,Irritability
2019,Brong Ahafo,DISTRICT3448,2,3120,1566,1972,1965,Rash
2019,Brong Ahafo,DISTRICT3448,3,5499,1147,3740,1136,Nausea
2019,Brong Ahafo,DISTRICT3448,4,1822,1532,2177,1413,Rash
2019,Brong Ahafo,DISTRICT3448,1,7096,955,3272,722,Abdominal pain
2019,Brong Ahafo,DISTRICT3448,2,9346,1956,3846,1192,Irritability
2019,Brong Ahafo,DISTRICT3448,3,9034,1315,4255,1250,Nausea
2019,Brong Ahafo,DISTRICT3448,4,8287,1866,2120,865,Dizziness
2019,Brong Ahafo,DISTRICT3448,1,4966,662,3345,1005,Rash
2019,Brong Ahafo,DISTRICT3448,2,2765,1552,2462,1012,Vomiting
2019,Brong Ahafo,DISTRICT3448,3,6648,1160,1436,1613,Nausea
2019,Brong Ahafo,DISTRICT3448,4,1670,1026,2492,651,Vomiting
2019,Brong Ahafo,DISTRICT3448,1,1535,1195,2406,1385,Vomiting
2019,Brong Ahafo,DISTRICT3448,2,6084,1356,2373,787,Insomnia
2019,Brong Ahafo,DISTRICT3448,3,6974,1902,4140,626,Vomiting
2019,Brong Ahafo,DISTRICT3448,4,7950,1823,4273,1783,Irritability
2019,Brong Ahafo,DISTRICT3448,1,5189,1427,2885,1663,Diarrhea
2019,Brong Ahafo,DISTRICT3448,2,6795,1043,3942,1943,Rash
2019,Brong Ahafo,DISTRICT3448,3,4566,1304,3594,1286,Itching
2019,Brong Ahafo,DISTRICT3448,4,4263,1946,1347,1641,Diarrhea
2019,Brong Ahafo,DISTRICT2536,1,1268,1328,2974,1290,Rash
2019,Brong Ahafo,DISTRICT2536,2,4654,1829,1601,908,Irritability
2019,Brong Ahafo,DISTRICT2536,3,6471,1311,3099,1624,Hives
2019,Brong Ahafo,DISTRICT2536,4,1561,1145,1988,1592,Nausea
2019,Brong Ahafo,DISTRICT2536,1,7402,949,2003,1629,Nausea
2019,Brong Ahafo,DISTRICT2536,2,2181,1878,3982,1462,Insomnia
2019,Brong Ahafo,DISTRICT2536,3,6013,1003,2544,1887,Itching
2019,Brong Ahafo,DISTRICT2536,4,5292,1218,1001,1044,Irritability
2019,Brong Ahafo,DISTRICT2536,1,2948,1602,3803,930,Vomiting
2019,Brong Ahafo,DISTRICT2536,2,5803,947,1497,1121,Rash
2019,Brong Ahafo,DISTRICT2536,3,6747,1306,2671,1543,Insomnia
2019,Brong Ahafo,DISTRICT2536,4,8634,1115,4353,1390,Abdominal pain
2019,Brong Ahafo,DISTRICT2536,1,3260,561,1016,964,Rash
2019,Brong Ahafo,DISTRICT2536,2,6954,700,3901,1783,Itching
2019,Brong Ahafo,DISTRICT2536,3,9693,1927,2882,1268,Dizziness
2019,Brong Ahafo,DISTRICT2536,4,6633,1136,1392,1566,Drowsiness
2019,Brong Ahafo,DISTRICT2536,1,2908,1209,3121,1003,Nausea
2019,Brong Ahafo,DISTRICT2536,2,4192,1921,4967,1892,Nausea
2019,Brong Ahafo,DISTRICT2536,3,6146,1873,1221,1241,Vomiting
2019,Brong Ahafo,DISTRICT2536,4,4113,800,940,1771,Hives
2019,Central,DISTRICT9733,1,5045,522,2800,594,Insomnia
2019,Central,DISTRICT9733,2,9811,1595,2415,1467,Diarrhea
2019,Central,DISTRICT9733,3,7050,1500,3152,1051,Diarrhea
2019,Central,DISTRICT9733,4,3529,715,997,1917,Nausea
2019,Central,DISTRICT9733,1,1720,1087,3687,645,Insomnia
2019,Central,DISTRICT9733,2,1377,1227,3455,1327,Irritability
2019,Central,DISTRICT9733,3,5267,1651,4087,1253,Irritability
2019,Central,DISTRICT9733,4,7148,1546,3631,1573,Abdominal pain
2019,Central,DISTRICT8338,1,3609,999,2547,830,Rash
2019,Central,DISTRICT8338,2,4451,1551,2194,948,Dizziness
2019,Central,DISTRICT8338,3,5797,2000,1208,574,Dizziness
2019,Central,DISTRICT8338,4,8760,1028,3929,605,Insomnia
2019,Central,DISTRICT8338,1,1078,1374,4853,820,Dizziness
2019,Central,DISTRICT8338,2,6297,1674,3360,1889,Diarrhea
2019,Central,DISTRICT8338,3,9683,619,3306,1378,Dizziness
2019,Central,DISTRICT8338,4,3807,1353,2826,1579,Diarrhea
2019,Central,DISTRICT8338,1,9743,1178,1123,1699,Itching
2019,Central,DISTRICT8338,2,8780,1553,2899,601,Hives
2019,Central,DISTRICT8338,3,7825,1577,2611,871,Dizziness
2019,Central,DISTRICT8338,4,1905,779,3974,1085,Dizziness
2019,Central,DISTRICT8338,1,5054,845,4189,1799,Irritability
2019,Central,DISTRICT8338,2,3146,1244,4968,902,Abdominal pain
2019,Central,DISTRICT8338,3,6103,1423,3552,1628,Nausea
2019,Central,DISTRICT8338,4,2574,1188,2097,1293,Vomiting
2019,Central,DISTRICT8338,1,6895,1040,3141,1990,Drowsiness
2019,Central,DISTRICT8338,2,9836,793,1231,942,Diarrhea
2019,Central,DISTRICT8338,3,6762,1321,955,1017,Rash
2019,Central,DISTRICT8338,4,2605,1422,2228,755,Itching
2019,Central,DISTRICT1606,1,8433,1137,2530,533,Irritability
2019,Central,DISTRICT1606,2,4472,1165,1372,1397,Abdominal pain
2019,Central,DISTRICT1606,3,9157,1853,3353,928,Irritability
2019,Central,DISTRICT1606,4,7400,1336,3460,889,Insomnia
2019,Central,DISTRICT1606,1,5071,558,1678,1138,Rash
2019,Central,DISTRICT1606,2,6133,1669,2415,732,Irritability
2019,Central,DISTRICT1606,3,4802,1919,1457,913,Diarrhea
2019,Central,DISTRICT1606,4,9008,1919,4403,1141,Hives
2019,Central,DISTRICT6240,1,4906,1867,2346,735,Diarrhea
2019,Central,DISTRICT6240,2,1545,994,3563,799,Rash
2019,Central,DISTRICT6240,3,4883,1383,2165,738,Abdominal pain
2019,Central,DISTRICT6240,4,5203,1549,4749,517,Hives
2019,Central,DISTRICT6240,1,8621,638,2561,530,Dizziness
2019,Central,DISTRICT6240,2,4472,770,2748,1842,Abdominal pain
2019,Central,DISTRICT6240,3,9376,749,4061,1404,Abdominal pain
2019,Central,DISTRICT6240,4,8788,1167,3675,1272,Nausea
2019,Central,DISTRICT6240,1,5273,1039,3283,694,Drowsiness
2019,Central,DISTRICT6240,2,4020,1501,3471,1431,Vomiting
2019,Central,DISTRICT6240,3,3961,1616,2508,1682,Rash
2019,Central,DISTRICT6240,4,8264,1699,2740,1250,Drowsiness
2019,Central,DISTRICT6240,1,8968,1274,4175,606,Insomnia
2019,Central,DISTRICT6240,2,9635,722,1788,1959,Insomnia
2019,Central,DISTRICT6240,3,8355,508,2386,1549,Nausea
2019,Central,DISTRICT6240,4,3385,1094,889,1224,Irritability
2019,Eastern,DISTRICT5301,1,8046,1341,4581,875,Diarrhea
2019,Eastern,DISTRICT5301,2,5851,1596,1692,1740,Itching
2019,Eastern,DISTRICT5301,3,2654,1412,2158,1702,Nausea
2019,Eastern,DISTRICT5301,4,3198,1190,2759,874,Vomiting
2019,Eastern,DISTRICT5301,1,5555,1616,1036,1928,Drowsiness
2019,Eastern,DISTRICT5301,2,2813,1957,3485,948,Diarrhea
2019,Eastern,DISTRICT5301,3,3934,706,3208,1252,Diarrhea
2019,Eastern,DISTRICT5301,4,7997,1145,961,1545,Diarrhea
2019,Eastern,DISTRICT7220,1,1264,1889,1204,1780,Insomnia
2019,Eastern,DISTRICT7220,2,1868,1816,2476,1990,Drowsiness
2019,Eastern,DISTRICT7220,3,7102,1090,2043,1325,Itching
2019,Eastern,DISTRICT7220,4,8093,1521,2137,1840,Vomiting
2019,Eastern,DISTRICT7220,1,9267,1482,4845,738,Rash
2019,Eastern,DISTRICT7220,2,2988,769,3986,1119,Dizziness
2019,Eastern,DISTRICT7220,3,6794,904,937,673,Abdominal pain
2019,Eastern,DISTRICT7220,4,9192,503,1123,1277,Abdominal pain
2019,Eastern,DISTRICT7220,1,4249,1213,3639,909,Rash
2019,Eastern,DISTRICT7220,2,9359,968,3564,1852,Abdominal pain
2019,Eastern,DISTRICT7220,3,9995,1641,1841,1666,Vomiting
2019,Eastern,DISTRICT7220,4,2954,1735,4342,1904,Irritability
2019,Eastern,DISTRICT7220,1,9931,509,2974,1432,Dizziness
2019,Eastern,DISTRICT7220,2,5520,1567,4451,665,Abdominal pain
2019,Eastern,DISTRICT7220,3,3321,1056,3584,1432,Diarrhea
2019,Eastern,DISTRICT7220,4,2005,842,2422,1696,Hives
2019,Greater Accra,DISTRICT2213,1,1229,1332,1882,558,Rash
2019,Greater Accra,DISTRICT2213,2,1872,618,3330,1661,Irritability
2019,Greater Accra,DISTRICT2213,3,4589,651,1581,1656,Dizziness
2019,Greater Accra,DISTRICT2213,4,8762,578,2198,720,Dizziness
2019,Greater Accra,DISTRICT2213,1,1387,705,4874,733,Abdominal pain
2019,Greater Accra,DISTRICT2213,2,8529,912,2735,1420,Abdominal pain
2019,Greater Accra,DISTRICT2213,3,4662,697,3632,1550,Hives
2019,Greater Accra,DISTRICT2213,4,3300,1783,816,1442,Hives
2019,Greater Accra,DISTRICT2213,1,6519,1949,2554,1207,Vomiting
2019,Greater Accra,DISTRICT2213,2,6633,1880,1619,1592,Dizziness
2019,Greater Accra,DISTRICT2213,3,2689,1084,3474,1840,Rash
2019,Greater Accra,DISTRICT2213,4,1746,910,4338,1299,Irritability
2019,Greater Accra,DISTRICT2213,1,4542,542,1692,612,Itching
2019,Greater Accra,DISTRICT2213,2,2942,1902,934,1591,Abdominal pain
2019,Greater Accra,DISTRICT2213,3,1326,1946,2329,1621,Vomiting
2019,Greater Accra,DISTRICT2213,4,6792,672,4352,1853,Dizziness
2019,Greater Accra,DISTRICT3502,1,3324,767,2809,913,Rash
2019,Greater Accra,DISTRICT3502,2,8321,1624,2114,1222,Drowsiness
2019,Greater Accra,DISTRICT3502,3,1158,662,3669,1119,Insomnia
2019,Greater Accra,DISTRICT3502,4,2778,1211,3391,768,Itching
2019,Greater Accra,DISTRICT3502,1,2699,1621,4225,581,Irritability
2019,Greater Accra,DISTRICT3502,2,9328,1240,4103,1278,Irritability
2019,Greater Accra,DISTRICT3502,3,4776,643,4918,1234,Rash
2019,Greater Accra,DISTRICT3502,4,3784,992,2690,1475,Diarrhea
2019,Greater Accra,DISTRICT5312,1,5675,830,829,956,Abdominal pain
2019,Greater Accra,DISTRICT5312,2,3839,1029,1043,1886,Dizziness
2019,Greater Accra,DISTRICT5312,3,3607,982,1638,1393,Insomnia
2019,Greater Accra,DISTRICT5312,4,4295,907,3664,1890,Irritability
2019,Greater Accra,DISTRICT5312,1,2431,1489,4444,812,Insomnia
2019,Greater Accra,DISTRICT5312,2,6684,803,3212,1079,Nausea
2019,Greater Accra,DISTRICT5312,3,8138,640,3619,760,Rash
2019,Greater Accra,DISTRICT5312,4,4800,1565,2380,829,Abdominal pain
2019,Greater Accra,DISTRICT5312,1,7419,1365,4107,1416,Vomiting
2019,Greater Accra,DISTRICT5312,2,9935,1340,1337,1093,Drowsiness
2019,Greater Accra,DISTRICT5312,3,8207,1775,2333,1139,Rash
2019,Greater Accra,DISTRICT5312,4,7248,1860,3444,941,Vomiting
2019,Greater Accra,DISTRICT5312,1,4701,1813,1092,656,Hives
2019,Greater Accra,DISTRICT5312,2,2319,568,2377,1407,Nausea
2019,Greater Accra,DISTRICT5312,3,5233,1228,3227,846,Irritability
2019,Greater Accra,DISTRICT5312,4,5371,1579,1000,531,Itching
2019,Greater Accra,DISTRICT5312,1,8700,1159,1609,1367,Dizziness
2019,Greater Accra,DISTRICT5312,2,5322,1853,2822,1402,Abdominal pain
2019,Greater Accra,DISTRICT5312,3,5020,695,1728,1689,Diarrhea
2019,Greater Accra,DISTRICT5312,4,1539,1228,3252,1964,Insomnia
2019,Greater Accra,DISTRICT5277,1,4868,946,1370,684,Diarrhea
2019,Greater Accra,DISTRICT5277,2,4881,1533,2937,1768,Nausea
2019,Greater Accra,DISTRICT5277,3,3572,956,2316,1597,Drowsiness
2019,Greater Accra,DISTRICT5277,4,3612,1010,4338,1017,Hives
2019,Greater Accra,DISTRICT1353,1,8976,948,4164,1927,Insomnia
2019,Greater Accra,DISTRICT1353,2,5586,642,1023,809,Rash
2019,Greater Accra,DISTRICT1353,3,6031,542,1362,869,Hives
2019,Greater Accra,DISTRICT1353,4,7870,1803,905,1227,Drowsiness
2019,Northern,DISTRICT568,1,5227,1656,3528,1164,Irritability
2019,Northern,DISTRICT568,2,8423,1122,886,1411,Irritability
2019,Northern,DISTRICT568,3,7919,1356,2148,1987,Drowsiness
2019,Northern,DISTRICT568,4,7223,1301,4076,1526,Dizziness
2019,Northern,DISTRICT568,1,8383,1210,2888,1937,Insomnia
2019,Northern,DISTRICT568,2,6171,1619,4906,889,Diarrhea
2019,Northern,DISTRICT568,3,4973,893,4602,967,Diarrhea
2019,Northern,DISTRICT568,4,9345,1140,4598,651,Abdominal pain
2019,Northern,DISTRICT568,1,5472,537,4959,1667,Hives
2019,Northern,DISTRICT568,2,3029,896,1307,1068,Rash
2019,Northern,DISTRICT568,3,8292,1547,2521,1007,Drowsiness
2019,Northern,DISTRICT568,4,5506,1604,3396,639,Nausea
2019,Northern,DISTRICT568,1,4417,1399,1026,1812,Abdominal pain
2019,Northern,DISTRICT568,2,7685,1860,1684,1318,Hives
2019,Northern,DISTRICT568,3,1625,1047,3698,659,Dizziness
2019,Northern,DISTRICT568,4,5681,619,4618,1312,Insomnia
2019,Northern,DISTRICT5552,1,3985,818,3037,1648,Vomiting
2019,Northern,DISTRICT5552,2,9354,1456,3984,638,Rash
2019,Northern,DISTRICT5552,3,3857,1673,4774,1912,Hives
2019,Northern,DISTRICT5552,4,3674,1323,4781,531,Nausea
2019,Northern,DISTRICT5552,1,9133,1620,2901,1140,Drowsiness
2019,Northern,DISTRICT5552,2,3649,1409,3277,931,Dizziness
2019,Northern,DISTRICT5552,3,7177,1814,2418,569,Dizziness
2019,Northern,DISTRICT5552,4,7406,613,3269,1205,Nausea
2019,Northern,DISTRICT5552,1,5238,768,903,1265,Diarrhea
2019,Northern,DISTRICT5552,2,7407,1761,2895,1000,Nausea
2019,Northern,DISTRICT5552,3,1340,1655,1981,1287,Insomnia
2019,Northern,DISTRICT5552,4,1056,694,2441,1234,Hives
2019,Northern,DISTRICT5552,1,6265,1878,3737,1042,Rash
2019,Northern,DISTRICT5552,2,3799,652,3070,1714,Itching
2019,Northern,DISTRICT5552,3,2587,1654,1690,1181,Hives
2019,Northern,DISTRICT5552,4,2577,1951,1348,1664,Vomiting
2019,Northern,DISTRICT4745,1,1898,1577,3292,1022,Irritability
2019,Northern,DISTRICT4745,2,7275,1437,3038,1570,Drowsiness
2019,Northern,DISTRICT4745,3,1919,1999,4294,1199,Itching
2019,Northern,DISTRICT4745,4,6914,1612,4317,659,Nausea
2019,Northern,DISTRICT4745,1,1107,1015,2534,1049,Nausea
2019,Northern,DISTRICT4745,2,2544,784,3828,1254,Rash
2019,Northern,DISTRICT4745,3,8959,1827,2997,1477,Dizziness
2019,Northern,DISTRICT4745,4,8999,1036,924,987,Abdominal pain
2019,Northern,DISTRICT4745,1,7498,1229,4893,1722,Hives
2019,Northern,DISTRICT4745,2,6918,1452,2945,644,Nausea
2019,Northern,DISTRICT4745,3,3948,1897,3779,549,Nausea
2019,Northern,DISTRICT4745,4,2085,562,3126,1935,Irritability
2019,Upper East,DISTRICT588,1,4221,1902,1439,935,Diarrhea
2019,Upper East,DISTRICT588,2,9803,1269,4814,1469,Insomnia
2019,Upper East,DISTRICT588,3,7305,1188,4774,624,Vomiting
2019,Upper East,DISTRICT588,4,6504,1209,1474,912,Diarrhea
2019,Upper East,DISTRICT588,1,8617,1345,2915,1110,Vomiting
2019,Upper East,DISTRICT588,2,4745,1192,2603,628,Abdominal pain
2019,Upper East,DISTRICT588,3,4147,1711,3765,1867,Vomiting
